latitude,longitude,date,time,distance_in_m,speed_m/s,speed_kmh,formatted_time,total_time,total_distance
37.13140175741056,-8.539237605808408,2025-03-17,00:00:04,0.0,0.0,0.0,0 segundos,0 segundos,0.0
37.13133620417323,-8.539148081673485,2025-03-17,08:55:24,10.775812024283306,0.0,0.0,"8 horas, 55 minutos, 20 segundos","8 horas, 55 minutos, 20 segundos",10.775812024283306
37.131278648362226,-8.539207712108926,2025-03-17,08:55:38,8.300819692647986,0.59,2.12,14 segundos,"8 horas, 55 minutos, 34 segundos",19.076631716931292
37.131272048206995,-8.539215500186383,2025-03-17,08:55:48,1.007617020196312,0.1,0.36,10 segundos,"8 horas, 55 minutos, 44 segundos",20.084248737127602
37.13127898150875,-8.539211726658904,2025-03-17,08:55:58,0.8403976641054025,0.08,0.29,10 segundos,"8 horas, 55 minutos, 54 segundos",20.924646401233005
37.13126200865077,-8.539233770979171,2025-03-17,08:56:08,2.7167910127109773,0.27,0.97,10 segundos,"8 horas, 56 minutos, 4 segundos",23.641437413943983
37.13128002187235,-8.539194391912417,2025-03-17,08:56:18,4.0247818563420745,0.4,1.44,10 segundos,"8 horas, 56 minutos, 14 segundos",27.666219270286057
37.13127718741287,-8.539199996468055,2025-03-17,08:56:28,0.5883828183280074,0.06,0.22,10 segundos,"8 horas, 56 minutos, 24 segundos",28.254602088614064
37.13126765417187,-8.53920856731526,2025-03-17,08:56:38,1.3042296726358853,0.13,0.47,10 segundos,"8 horas, 56 minutos, 34 segundos",29.558831761249948
37.131285185841875,-8.53921218014644,2025-03-17,08:56:48,1.9755675838331643,0.2,0.72,10 segundos,"8 horas, 56 minutos, 44 segundos",31.534399345083113
37.13126374894747,-8.539237679023852,2025-03-17,08:56:58,3.2850763983914884,0.33,1.19,10 segundos,"8 horas, 56 minutos, 54 segundos",34.8194757434746
37.13120947681029,-8.53927286150262,2025-03-17,08:57:08,6.793121873356428,0.68,2.45,10 segundos,"8 horas, 57 minutos, 4 segundos",41.612597616831025
37.131301516759976,-8.539210609848853,2025-03-17,08:57:18,11.62746564109403,1.16,4.18,10 segundos,"8 horas, 57 minutos, 14 segundos",53.24006325792506
37.13127964064651,-8.539211470608652,2025-03-17,08:57:28,2.433709395983574,0.24,0.86,10 segundos,"8 horas, 57 minutos, 24 segundos",55.673772653908635
37.13144231725647,-8.539245146890309,2025-03-17,08:57:38,18.333519068702234,1.83,6.59,10 segundos,"8 horas, 57 minutos, 34 segundos",74.00729172261087
37.131163063715974,-8.53908651981318,2025-03-17,08:57:48,34.0874059756611,3.41,12.28,10 segundos,"8 horas, 57 minutos, 44 segundos",108.09469769827197
37.13115116066342,-8.539079956440316,2025-03-17,08:57:58,1.4458063351859793,0.14,0.5,10 segundos,"8 horas, 57 minutos, 54 segundos",109.54050403345795
37.13115637282218,-8.53908279942332,2025-03-17,08:58:08,0.6319942985075488,0.06,0.22,10 segundos,"8 horas, 58 minutos, 4 segundos",110.1724983319655
37.13115632599247,-8.539082773877826,2025-03-17,08:58:18,0.005678358404596929,0.0,0.0,10 segundos,"8 horas, 58 minutos, 14 segundos",110.1781766903701
37.13115626198009,-8.539082738945257,2025-03-17,08:58:28,0.007762343974501455,0.0,0.0,10 segundos,"8 horas, 58 minutos, 24 segundos",110.1859390343446
37.13115625008423,-8.5390827324535,2025-03-17,08:58:38,0.0014425296586451687,0.0,0.0,10 segundos,"8 horas, 58 minutos, 34 segundos",110.18738156400325
37.13115624355916,-8.53908272889266,2025-03-17,08:58:48,0.0007912504995986598,0.0,0.0,10 segundos,"8 horas, 58 minutos, 44 segundos",110.18817281450285
37.131156242306155,-8.53908272820887,2025-03-17,08:58:58,0.00015194427142840698,0.0,0.0,10 segundos,"8 horas, 58 minutos, 54 segundos",110.18832475877427
37.13143892943637,-8.539310252655731,2025-03-17,08:59:08,37.34827268071241,3.73,13.43,10 segundos,"8 horas, 59 minutos, 4 segundos",147.53659743948668
37.13143792642905,-8.539276468871579,2025-03-17,08:59:18,2.997024236179997,0.3,1.08,10 segundos,"8 horas, 59 minutos, 14 segundos",150.5336216756667
37.13132866565616,-8.53914111106413,2025-03-17,08:59:28,17.07609812304997,1.71,6.16,10 segundos,"8 horas, 59 minutos, 24 segundos",167.60971979871667
37.13131748650667,-8.539139060313666,2025-03-17,08:59:38,1.256288663317401,0.13,0.47,10 segundos,"8 horas, 59 minutos, 34 segundos",168.86600846203407
37.13118922414673,-8.539225323996764,2025-03-17,08:59:48,16.183012722050254,1.62,5.83,10 segundos,"8 horas, 59 minutos, 44 segundos",185.04902118408432
37.13106234582211,-8.539339607249163,2025-03-17,08:59:58,17.36909320777598,1.74,6.26,10 segundos,"8 horas, 59 minutos, 54 segundos",202.4181143918603
37.13111414577545,-8.539078356706108,2025-03-17,09:00:08,23.865584990132493,2.39,8.6,10 segundos,"9 horas, 0 minutos, 4 segundos",226.28369938199282
37.130889892578125,-8.538950532682742,2025-03-17,09:00:28,27.3898339342757,1.37,4.93,20 segundos,"9 horas, 0 minutos, 24 segundos",253.6735333162685
37.1309072704285,-8.5389842754913,2025-03-17,09:00:38,3.5611785402658063,0.36,1.3,10 segundos,"9 horas, 0 minutos, 34 segundos",257.2347118565343
37.13089245122006,-8.539013474597356,2025-03-17,09:00:48,3.0685201422781154,0.31,1.12,10 segundos,"9 horas, 0 minutos, 44 segundos",260.3032319988124
37.13090301685904,-8.539052796463434,2025-03-17,09:00:58,3.6785795450539838,0.37,1.33,10 segundos,"9 horas, 0 minutos, 54 segundos",263.9818115438664
37.13105253849779,-8.539146046061623,2025-03-17,09:01:08,18.567803039192814,1.86,6.7,10 segundos,"9 horas, 1 minutos, 4 segundos",282.5496145830592
37.13116187337928,-8.539165640072138,2025-03-17,09:01:18,12.280947806885617,1.23,4.43,10 segundos,"9 horas, 1 minutos, 14 segundos",294.8305623899448
37.131286319096866,-8.53920850941158,2025-03-17,09:01:28,14.350117167998045,1.44,5.18,10 segundos,"9 horas, 1 minutos, 24 segundos",309.1806795579429
37.131314464544595,-8.539164317674263,2025-03-17,09:01:38,5.014217686292791,0.5,1.8,10 segundos,"9 horas, 1 minutos, 34 segundos",314.1948972442357
37.1311658689712,-8.538992241822491,2025-03-17,09:01:48,22.488133875287176,2.25,8.1,10 segundos,"9 horas, 1 minutos, 44 segundos",336.68303111952287
37.131119048529065,-8.538992960126894,2025-03-17,09:01:58,5.206585046667732,0.52,1.87,10 segundos,"9 horas, 1 minutos, 54 segundos",341.8896161661906
37.131158821319495,-8.538981964819637,2025-03-17,09:02:08,4.528677265035454,0.45,1.62,10 segundos,"9 horas, 2 minutos, 4 segundos",346.41829343122606
37.13116565257055,-8.539070980631314,2025-03-17,09:02:22,7.927796700223364,0.57,2.05,14 segundos,"9 horas, 2 minutos, 18 segundos",354.34609013144944
37.13139339812207,-8.539233242444126,2025-03-17,09:02:40,29.124384080955604,1.62,5.83,18 segundos,"9 horas, 2 minutos, 36 segundos",383.47047421240507
37.13132803025959,-8.539162731114567,2025-03-17,09:03:08,9.586737697197693,0.34,1.22,28 segundos,"9 horas, 3 minutos, 4 segundos",393.05721190960276
37.13122220211877,-8.539251520804427,2025-03-17,09:03:18,14.15740428614418,1.42,5.11,10 segundos,"9 horas, 3 minutos, 14 segundos",407.21461619574694
37.13133755093229,-8.539243282027893,2025-03-17,09:03:28,12.846981138257373,1.28,4.61,10 segundos,"9 horas, 3 minutos, 24 segundos",420.0615973340043
37.131373005143466,-8.539203645603932,2025-03-17,09:03:38,5.280973745043813,0.53,1.91,10 segundos,"9 horas, 3 minutos, 34 segundos",425.3425710790481
37.13143890632266,-8.53925429574385,2025-03-17,09:03:48,8.59414454730028,0.86,3.1,10 segundos,"9 horas, 3 minutos, 44 segundos",433.9367156263484
37.131416148911725,-8.539218127607796,2025-03-17,09:03:58,4.084602704811514,0.41,1.48,10 segundos,"9 horas, 3 minutos, 54 segundos",438.02131833115993
37.13132157082865,-8.539284188983165,2025-03-17,09:04:08,12.037279354542353,1.2,4.32,10 segundos,"9 horas, 4 minutos, 4 segundos",450.0585976857023
37.131220880349304,-8.539240191832876,2025-03-17,09:04:18,11.85619712715409,1.19,4.28,10 segundos,"9 horas, 4 minutos, 14 segundos",461.91479481285637
37.13118058069152,-8.539243662620265,2025-03-17,09:04:28,4.491668488632835,0.45,1.62,10 segundos,"9 horas, 4 minutos, 24 segundos",466.4064633014892
37.13145455666313,-8.53931957634898,2025-03-17,09:04:38,31.199205958313243,3.12,11.23,10 segundos,"9 horas, 4 minutos, 34 segundos",497.6056692598025
