latitude,longitude,date,time,distance_in_m,speed_m/s,speed_kmh,formatted_time,total_time,total_distance
37.140556034793654,-8.535791510854368,2025-03-14,21:05:50,0.0,0.0,0.0,0 segundos,0 segundos,0.0
37.140533447265625,-8.535791510854368,2025-03-14,21:09:05,2.511618522537673,0.01,0.04,"3 minutos, 15 segundos","3 minutos, 15 segundos",2.511618522537673
37.1407470703125,-8.535477323465548,2025-03-14,21:29:00,36.60377128193957,0.03,0.11,"19 minutos, 55 segundos","23 minutos, 10 segundos",39.115389804477246
37.1408010274519,-8.535553850241504,2025-03-14,21:29:15,9.05595096921925,0.6,2.16,15 segundos,"23 minutos, 25 segundos",48.1713407736965
37.14079314846292,-8.535546557985745,2025-03-14,21:29:25,1.0887456682438357,0.11,0.4,10 segundos,"23 minutos, 35 segundos",49.26008644194034
37.14075905187701,-8.535584921945615,2025-03-14,21:29:35,5.092965498060249,0.51,1.84,10 segundos,"23 minutos, 45 segundos",54.35305194000058
37.14076097725204,-8.535603376802388,2025-03-14,21:29:45,1.649780494867401,0.16,0.58,10 segundos,"23 minutos, 55 segundos",56.00283243486798
37.140769666563024,-8.535574500818504,2025-03-14,21:29:55,2.7358496167094994,0.27,0.97,10 segundos,"24 minutos, 5 segundos",58.738682051577484
37.14076035243403,-8.535587801870454,2025-03-14,21:30:05,1.5692928756292108,0.16,0.58,10 segundos,"24 minutos, 15 segundos",60.30797492720669
37.1407356024915,-8.535614232852515,2025-03-14,21:30:15,3.614240459319439,0.36,1.3,10 segundos,"24 minutos, 25 segundos",63.92221538652613
37.14072019188473,-8.535619825771386,2025-03-14,21:30:25,1.7838533787108453,0.18,0.65,10 segundos,"24 minutos, 35 segundos",65.70606876523698
37.140652852082624,-8.534612033440132,2025-03-14,21:31:22,89.64361713623309,1.57,5.65,57 segundos,"25 minutos, 32 segundos",155.34968590147008
37.14049772828551,-8.533902363859614,2025-03-14,21:31:33,65.22698311556034,5.93,21.35,11 segundos,"25 minutos, 43 segundos",220.57666901703044
37.140355607013234,-8.533394217656,2025-03-14,21:31:45,47.73390956991832,3.98,14.33,12 segundos,"25 minutos, 55 segundos",268.31057858694874
37.14025089976081,-8.532971916075676,2025-03-14,21:31:55,39.201728637539844,3.92,14.11,10 segundos,"26 minutos, 5 segundos",307.5123072244886
37.13980556798261,-8.53302313536597,2025-03-14,21:32:05,49.726327529898896,4.97,17.89,10 segundos,"26 minutos, 15 segundos",357.2386347543875
37.13949837790681,-8.532854985993533,2025-03-14,21:32:15,37.26826507275742,3.73,13.43,10 segundos,"26 minutos, 25 segundos",394.5068998271449
37.13890305196625,-8.533536395987054,2025-03-14,21:32:25,89.61231870139946,8.96,32.26,10 segundos,"26 minutos, 35 segundos",484.11921852854437
37.13824677922514,-8.534288638908981,2025-03-14,21:32:35,98.8509449868718,9.89,35.6,10 segundos,"26 minutos, 45 segundos",582.9701635154162
37.137793446112184,-8.535276776334012,2025-03-14,21:32:45,101.06049687729545,10.11,36.4,10 segundos,"26 minutos, 55 segundos",684.0306603927116
37.13731848706708,-8.536030648110545,2025-03-14,21:32:55,85.17563502161003,8.52,30.67,10 segundos,"27 minutos, 5 segundos",769.2062954143216
37.13702129757056,-8.536546790720429,2025-03-14,21:33:05,56.43895984270717,5.64,20.3,10 segundos,"27 minutos, 15 segundos",825.6452552570288
37.13677148243624,-8.536891135882081,2025-03-14,21:33:15,41.27167648482016,4.13,14.87,10 segundos,"27 minutos, 25 segundos",866.916931741849
37.136240602322346,-8.537106319239355,2025-03-14,21:33:25,62.03651123811173,6.2,22.32,10 segundos,"27 minutos, 35 segundos",928.9534429799608
37.13528687946159,-8.537132190015189,2025-03-14,21:33:35,106.07393735854833,10.61,38.2,10 segundos,"27 minutos, 45 segundos",1035.0273803385091
37.13456632747276,-8.537073464087909,2025-03-14,21:33:45,80.29066997276735,8.03,28.91,10 segundos,"27 minutos, 55 segundos",1115.3180503112765
