latitude,longitude,date,time,distance_in_m,speed_m/s,speed_kmh,formatted_time,total_time,total_distance
37.13121779189426,-8.539218903766711,2025-03-16,19:25:43,0.0,0.0,0.0,0 segundos,0 segundos,0.0
37.13119398115316,-8.539239961100453,2025-03-16,19:25:53,3.2395544132299166,0.32,1.15,10 segundos,10 segundos,3.2395544132299166
37.13130972380507,-8.539209473187846,2025-03-16,19:26:03,13.150733007905382,1.32,4.75,10 segundos,20 segundos,16.390287421135298
37.131278303273994,-8.539188264349145,2025-03-16,19:26:13,3.9675848879999114,0.4,1.44,10 segundos,30 segundos,20.35787230913521
37.13127979060674,-8.539187438314668,2025-03-16,19:26:23,0.1808707624675594,0.02,0.07,10 segundos,40 segundos,20.53874307160277
37.13126540887511,-8.539213857224079,2025-03-16,19:26:33,2.835944083307894,0.28,1.01,10 segundos,50 segundos,23.374687154910664
37.13123534666088,-8.539265204127494,2025-03-16,19:26:43,5.6474973070261125,0.56,2.02,10 segundos,"1 minutos, 0 segundos",29.022184461936774
37.13127983698763,-8.539210219369425,2025-03-16,19:26:53,6.9450639795575615,0.69,2.48,10 segundos,"1 minutos, 10 segundos",35.967248441494334
37.13124104102734,-8.539234486360286,2025-03-16,19:27:03,4.820568600256538,0.48,1.73,10 segundos,"1 minutos, 20 segundos",40.78781704175087
37.13115501697465,-8.539350306508743,2025-03-16,19:27:13,14.032820493396413,1.4,5.04,10 segundos,"1 minutos, 30 segundos",54.820637535147284
37.13127115129801,-8.53926669758167,2025-03-16,19:27:23,14.889504582730343,1.49,5.36,10 segundos,"1 minutos, 40 segundos",69.71014211787762
37.131278838014886,-8.539218098921875,2025-03-16,19:27:33,4.392269392847254,0.44,1.58,10 segundos,"1 minutos, 50 segundos",74.10241151072488
37.13136501105423,-8.539157058412227,2025-03-16,19:27:43,11.004396721971144,1.1,3.96,10 segundos,"2 minutos, 0 segundos",85.10680823269603
37.13140921132656,-8.53919378950426,2025-03-16,19:27:53,5.895655211873238,0.59,2.12,10 segundos,"2 minutos, 10 segundos",91.00246344456926
