Latitude,Longitude,Date,Time
37.147479685989346,-8.544525839396329,2025-03-18,10:16:14
37.14746500675653,-8.544583867269052,2025-03-18,10:16:20
37.14745037743033,-8.544597773720502,2025-03-18,10:16:24
37.14744397908197,-8.544504717000336,2025-03-18,10:16:34
37.14746022245708,-8.54436530231389,2025-03-18,10:16:37
37.14746094553574,-8.544366367652016,2025-03-18,10:16:44
37.14742363532197,-8.54435895696014,2025-03-18,10:16:54
37.147476724952305,-8.544267473988945,2025-03-18,10:17:04
37.14751051264876,-8.544266739347023,2025-03-18,10:17:12
37.14752485109635,-8.544249946774295,2025-03-18,10:17:14
37.147573969731816,-8.544183669000923,2025-03-18,10:17:23
37.14759027470199,-8.544154783211361,2025-03-18,10:17:24
37.14769438843922,-8.544478816919536,2025-03-18,10:17:28
37.1476898622115,-8.544470351197331,2025-03-18,10:17:34
37.14727792935363,-8.543846093939894,2025-03-18,10:17:43
37.14727792935363,-8.543846093939894,2025-03-18,10:17:44
37.14723352566001,-8.54374036348511,2025-03-18,10:17:55
37.1472509049418,-8.543789983283789,2025-03-18,10:18:04
37.14729529644265,-8.543912226487159,2025-03-18,10:18:14
37.14729529644265,-8.543912226487159,2025-03-18,10:18:14
37.147287017000515,-8.543886840727888,2025-03-18,10:18:24
37.147255241083805,-8.543777311482131,2025-03-18,10:18:27
37.147274472098104,-8.543822337839867,2025-03-18,10:18:34
37.14729142104857,-8.543872680353468,2025-03-18,10:18:44
37.14728703857876,-8.543913596304908,2025-03-18,10:18:53
37.14728703857876,-8.543913596304908,2025-03-18,10:18:54
37.147354896169375,-8.544064284127213,2025-03-18,10:18:59
37.147354896169375,-8.544064284127213,2025-03-18,10:19:04
37.14738517555945,-8.544183385079222,2025-03-18,10:19:06
37.14743884893715,-8.544378582977966,2025-03-18,10:19:12
37.14743884893715,-8.544378582977966,2025-03-18,10:19:14
37.14744118444386,-8.54440648806368,2025-03-18,10:19:25
37.14744255762173,-8.544466834866768,2025-03-18,10:19:34
37.14742313154793,-8.544551152090929,2025-03-18,10:19:38
37.147404984435205,-8.544624337619076,2025-03-18,10:19:45
37.14739387708762,-8.544675387943997,2025-03-18,10:19:51
37.14739387708762,-8.544675387943997,2025-03-18,10:19:54
37.147396312903886,-8.54464605624996,2025-03-18,10:20:04
37.14733424916329,-8.544832918457349,2025-03-18,10:20:14
37.14733424916329,-8.544832918457349,2025-03-18,10:20:14
37.147272970440575,-8.544835517133638,2025-03-18,10:20:24
37.14722521952481,-8.544882012920768,2025-03-18,10:20:26
37.14718542377509,-8.544834512610999,2025-03-18,10:20:34
37.147158102209936,-8.54484971506077,2025-03-18,10:20:44
37.147153246582434,-8.544851130685805,2025-03-18,10:20:54
37.14715328078065,-8.544852983779979,2025-03-18,10:21:04
37.14714156092304,-8.544846463484957,2025-03-18,10:21:14
37.147119993442196,-8.544842873931852,2025-03-18,10:21:22
37.147116819842786,-8.544846422255421,2025-03-18,10:21:24
37.147124989743105,-8.544853935301536,2025-03-18,10:21:34
37.147128150790564,-8.544830552694453,2025-03-18,10:21:44
37.14712527068079,-8.544803475096668,2025-03-18,10:21:54
37.14712089476679,-8.54480240512251,2025-03-18,10:22:04
37.14712089476679,-8.54480240512251,2025-03-18,10:22:14
37.14716498290352,-8.54486566360739,2025-03-18,10:22:24
37.14703512122748,-8.544916569797321,2025-03-18,10:22:34
37.14714368582083,-8.545044573546154,2025-03-18,10:22:44
37.14718594284105,-8.544860642212106,2025-03-18,10:22:54
37.14712817824659,-8.544969182809057,2025-03-18,10:23:04
37.147161129397006,-8.544877637975246,2025-03-18,10:23:14
37.147160681310936,-8.544866464146283,2025-03-18,10:23:24
37.14708209873668,-8.545006873896124,2025-03-18,10:23:34
37.1470437601414,-8.544915209988561,2025-03-18,10:23:44
37.14703296361823,-8.544960941859264,2025-03-18,10:23:54
37.14706213197863,-8.544947915541794,2025-03-18,10:24:04
37.147544046333635,-8.545693457328337,2025-03-18,10:24:14
37.1477553866581,-8.546270910275986,2025-03-18,10:24:24
37.14823380459558,-8.547067711180459,2025-03-18,10:24:34
37.147965584642286,-8.547585111454238,2025-03-18,10:24:44
37.14801085903328,-8.547505494802445,2025-03-18,10:24:54
37.147410435152956,-8.54780052744279,2025-03-18,10:25:04
37.14727593922159,-8.547839660032917,2025-03-18,10:25:14
37.14674901385714,-8.548215096061263,2025-03-18,10:25:24
37.146655885594065,-8.54833409625719,2025-03-18,10:25:34
37.146643435834946,-8.54834808160048,2025-03-18,10:25:44
37.14665892490583,-8.548338412043194,2025-03-18,10:25:54
37.14664642459664,-8.548354478984855,2025-03-18,10:26:04
37.146798964459514,-8.548234108016453,2025-03-18,10:26:14
37.14670066571951,-8.548277081677721,2025-03-18,10:26:16
37.14660620785984,-8.548318063848232,2025-03-18,10:26:19
37.146611907553996,-8.548344718300317,2025-03-18,10:26:24
37.146558389102374,-8.548301551498982,2025-03-18,10:26:34
37.146655032445935,-8.548426441856241,2025-03-18,10:26:37
37.14658760003493,-8.5483507532706,2025-03-18,10:26:38
37.146698702161466,-8.54823449627361,2025-03-18,10:26:41
37.146721016340145,-8.548229832812638,2025-03-18,10:26:42
37.146693170105365,-8.548236088835212,2025-03-18,10:26:43
37.146693170105365,-8.548236088835212,2025-03-18,10:26:44
37.146500092965816,-8.548237094663595,2025-03-18,10:26:45
37.1466808977333,-8.54828348131419,2025-03-18,10:27:05
37.1466808977333,-8.54828348131419,2025-03-18,10:27:05
37.14665372785616,-8.548285766897155,2025-03-18,10:27:16
37.146640008726465,-8.548296137522259,2025-03-18,10:27:24
37.1466787845493,-8.54829897454515,2025-03-18,10:27:35
37.14665854263349,-8.548267288099966,2025-03-18,10:27:44
37.14669603314239,-8.548285515266462,2025-03-18,10:27:54
37.14669603314239,-8.548285515266462,2025-03-18,10:28:04
37.14666198449755,-8.548325945800068,2025-03-18,10:28:14
37.14661255670566,-8.548300267510331,2025-03-18,10:28:24
37.146685204308014,-8.548288508377489,2025-03-18,10:28:34
37.14668290233511,-8.548280248873958,2025-03-18,10:28:44
37.14671426613183,-8.548259924213108,2025-03-18,10:28:54
37.14668251590429,-8.548290223198059,2025-03-18,10:29:04
37.14667379521985,-8.54828646841342,2025-03-18,10:29:14
37.14665817381238,-8.548272804472361,2025-03-18,10:29:24
37.146667560618425,-8.548269743538851,2025-03-18,10:29:34
37.1466929355878,-8.548238646729686,2025-03-18,10:29:44
37.14667806915156,-8.548235771364872,2025-03-18,10:29:54
37.14665012619054,-8.548279469149783,2025-03-18,10:30:04
37.1466930836252,-8.54828417920023,2025-03-18,10:30:14
37.1467059702431,-8.548272973326858,2025-03-18,10:30:24
37.14667347952592,-8.548305673023311,2025-03-18,10:30:34
37.14668486789012,-8.548295077150051,2025-03-18,10:30:44
37.146696553062334,-8.548279383375556,2025-03-18,10:30:54
37.14669280189414,-8.548285363310479,2025-03-18,10:31:04
37.14669356911466,-8.54826073785649,2025-03-18,10:31:14
37.146717246723746,-8.548257090656755,2025-03-18,10:31:24
37.1466942324121,-8.5482373823738,2025-03-18,10:31:34
37.146685655853965,-8.548273205955864,2025-03-18,10:31:44
37.14668564407896,-8.548292865475982,2025-03-18,10:31:54
37.14665740916735,-8.548279828303542,2025-03-18,10:32:04
37.14667434283657,-8.548254501192794,2025-03-18,10:32:14
37.14666976722756,-8.548286548125809,2025-03-18,10:32:24
37.146698590952184,-8.548276733592026,2025-03-18,10:32:34
37.14671526516103,-8.548259796098888,2025-03-18,10:32:40
37.14671526516103,-8.548259796098888,2025-03-18,10:32:40
37.14696256447318,-8.548368522905324,2025-03-18,10:32:43
37.14689194693896,-8.548422837637876,2025-03-18,10:32:44
37.14672288395199,-8.54825645685992,2025-03-18,10:32:45
37.14683616537335,-8.548222258694981,2025-03-18,10:32:51
37.14680108710858,-8.548196610071276,2025-03-18,10:32:54
37.1468177193976,-8.548151954231944,2025-03-18,10:33:04
37.14686974315205,-8.548133675964397,2025-03-18,10:33:14
37.14689388348696,-8.548122269533476,2025-03-18,10:33:19
37.14690399175485,-8.548106555282311,2025-03-18,10:33:24
37.14692175852669,-8.548079421035927,2025-03-18,10:33:34
37.1468965526016,-8.548077365575303,2025-03-18,10:33:44
37.14689657033383,-8.548072669102783,2025-03-18,10:33:54
37.14689657033383,-8.548072669102783,2025-03-18,10:34:04
37.14689657033383,-8.548072669102783,2025-03-18,10:34:14
37.14706831114662,-8.5479273920855,2025-03-18,10:34:24
37.14707166652464,-8.547927570851293,2025-03-18,10:34:34
37.14706192277873,-8.547936604434721,2025-03-18,10:34:44
37.14709793879699,-8.547905547917706,2025-03-18,10:34:54
37.14709888701728,-8.547903292231048,2025-03-18,10:35:04
37.147133758057485,-8.547874890184175,2025-03-18,10:35:14
37.147075327483506,-8.547928822668025,2025-03-18,10:35:24
37.14712952195504,-8.547876570757984,2025-03-18,10:35:34
37.14714585726426,-8.547858721883927,2025-03-18,10:35:44
37.14709158061166,-8.54793647512239,2025-03-18,10:35:54
37.147011193403024,-8.54802491278295,2025-03-18,10:36:04
37.1470872861699,-8.547907797211568,2025-03-18,10:36:14
37.1470399177008,-8.547949022556603,2025-03-18,10:36:24
37.1469866318912,-8.548002547965357,2025-03-18,10:36:34
